question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
"Of 96 oranges, half were ripe. If 1/4 of the ripe oranges were eaten and 1/8 of the unripe oranges were eaten, how many were left eaten in total?","There were 96/2 = <<96/2=48>>48 ripe oranges.
48/4 = <<48/4=12>>12 ripe oranges were eaten.
48/8 = <<48/8=6>>6 unripe oranges were eaten.
There were 12+6 = <<12+6=18>>18 oranges eaten in total.
There were 96-18 = <<96-18=78>>78 oranges left uneaten.
#### 78","To solve this problem, we need to find out how many oranges were eaten in total.

First, we find out how many oranges were ripe: 96 / 2 = 48 ripe oranges.

Then, we find out how many oranges were unripe: 96 - 48 = 48 unripe oranges.

Now, we find out how many ripe oranges were eaten: 1/4 * 48 = 12.

Next, we find out how many unripe oranges were eaten: 1/8 * 48 = 6.

In total, 12 + 6 = 18 oranges were eaten. 

We subtract the eaten oranges from the total to find the remaining oranges: 96 - 18 = 78.

The answer is 78.",78,78.0,True
"Oliver collects trading cards. He has twice as many Monster Club cards as Alien Baseball cards. His Battle Gremlins card collection is the largest at 48 cards, three times the size of his Alien Baseball card collection. How many Monster Club cards does Oliver have?","Oliver’s Alien Baseball card collection has 48 / 3 = <<48/3=16>>16 cards.
Oliver has twice as many Monster Club cards, so he has 16 * 2 = <<16*2=32>>32 Monster Club cards.
#### 32","Let's start by finding out how many Alien Baseball cards Oliver has. Since his Battle Gremlins card collection is 3 times the size of his Alien Baseball card collection, we can divide the Battle Gremlins card collection by 3 to find the size of the Alien Baseball card collection.

48 / 3 = 16

So Oliver has 16 Alien Baseball cards.

Since Oliver has twice as many Monster Club cards as Alien Baseball cards, we can multiply the number of Alien Baseball cards by 2.

16 * 2 = 32

The answer is 32. Oliver has 32 Monster Club cards.",32,32.0,True
Mark has to wait 4 days for his first coronavirus vaccine appointment. Then he has to wait 20 days for his second vaccine appointment. Then he has to wait 2 weeks for the vaccine to be fully effective. How many days does Mark have to wait in total?,"2 weeks have 2 weeks* 7 days per week = <<2*7=14>>14 days
Counting the days until the first and second vaccine, and the days to the vaccine to be fully effective, Mark has to wait 4 days + 20 days + 14 days = <<4+20+14=38>>38 days
#### 38","First, we need to calculate the total days for the vaccine appointments:
4 days (first appointment) + 20 days (second appointment) = 24 days

Next, we need to convert 2 weeks to days. Since 1 week = 7 days, 2 weeks = 2 * 7 = 14 days

Now, we add the total days for the appointments and the days for the vaccine to be fully effective:
24 days (appointments) + 14 days (vaccine effectiveness) = 38 days

The answer is 38 days.",38,38.0,True
Adam bought 3 kilograms of nuts and 2.5 kilograms of dried fruits at a store. One kilogram of nuts costs $12 and one kilogram of dried fruit costs $8. How much did his purchases cost?,"For the nuts Adam paid 3 * $12 = $<<3*12=36>>36.
And for dried fruits Adam paid 2.5 * $8 = $<<2.5*8=20>>20.
So in total for his purchases Adam paid $36 + $20 = $<<36+20=56>>56.
#### 56","To find the total cost, we need to calculate the cost of the nuts and the cost of the dried fruits separately, then add them together.

Cost of nuts: 3 kilograms * $12 per kilogram = 3 * 12 = $36

Cost of dried fruits: 2.5 kilograms * $8 per kilogram = 2.5 * 8 = $20

Total cost: $36 (nuts) + $20 (dried fruits) = $56

The total cost of Adam's purchases is $56.",56,56.0,True
"Mr Fletcher hired 2 men to dig a well in his compound. They worked for 10 hours on the first day, 8 hours on the second day and finished the job on the third day after working 15 hours. If Mr Fletcher paid each of them $10 per hour of work, calculate the total amount of money they received altogether?","The total number of hours each worker works in the first 2 days is 10+8 = <<10+8=18>>18 hours.
Since they completed the job in three days, each was compensated for 18+15 = <<18+15=33>>33 hours of work.
Mr Fletcher paid each of the workers $10 per hour of work, meaning for 33 hours, each of the workers received 33*$10 = $<<10*33=330>>330
Since they were two workers, the total amount they received all together after each was paid $330 is $330*2 = $<<330*2=660>>660
#### 660","To calculate the total amount of money they received, we need to calculate the total hours worked by each man and then multiply by the hourly wage.

On the first day, each man worked 10 hours, so they worked 10 * 2 = 20 hours in total.
On the second day, each man worked 8 hours, so they worked 8 * 2 = 16 hours in total.
On the third day, each man worked 15 hours, so they worked 15 * 2 = 30 hours in total.

The total hours worked by both men is 20 + 16 + 30 = 66 hours.

Since each man is paid $10 per hour, the total amount they received is 66 * 2 * 10 = 1320 dollars.

The answer is $1320.",660,1320.0,False
Amoli and Anayet must travel 369 miles together. Amoli drove 42 miles an hour for 3 hours and Anayet drove at 61 miles an hour for 2 hours. How many miles do they still need to travel?,"Amoli = 42 * 3 = <<42*3=126>>126 miles
Anayet = 61 * 2 = <<61*2=122>>122
Together = 126 + 122 = <<126+122=248>>248 miles
369 - 248 = <<369-248=121>>121 miles
They still have 121 miles to travel.
#### 121","To find out how many miles Amoli drove, multiply her speed by the time she drove: 42 miles/hour * 3 hours = 126 miles.

To find out how many miles Anayet drove, multiply her speed by the time she drove: 61 miles/hour * 2 hours = 122 miles.

Add the miles they drove together: 126 miles + 122 miles = 248 miles.

To find out how many miles they still need to travel, subtract the miles they drove from the total distance: 369 miles - 248 miles = 121 miles.

The answer is 121 miles.",121,121.0,True
"There are six peregrine falcons and 40 pigeons nesting in Malcolm's skyscraper. Each pigeon has 6 chicks. If the peregrines eat 30% of the pigeons, how many pigeons are left?","First find the total number of chicks: 40 pigeons * 6 chicks/pigeon = <<40*6=240>>240 chicks
Then add that to the number of adult pigeons to find the total number of pigeons: 240 chicks + 40 pigeons = <<240+40=280>>280 pigeons
Then multiply that number by 30% to find the number of pigeons that were eaten: 280 pigeons * 30% = <<280*30*.01=84>>84 pigeons
Then subtract that number from the total number of pigeons to find the number that are left: 280 pigeons - 84 pigeons = <<280-84=196>>196 pigeons
#### 196","First, let's find the total number of pigeons. Since there are 40 pigeons and each has 6 chicks, we multiply 40 by 6 to get the total number of pigeons, including chicks: 40 * 6 = 240 pigeons.

Now, the peregrines eat 30% of the pigeons. To find 30% of 240, we multiply 240 by 0.3: 240 * 0.3 = 72.

The peregrines ate 72 pigeons, so we subtract that from the total number of pigeons: 240 - 72 = 168.

There are 168 pigeons left.",196,168.0,False
Ricciana and Margarita joined in their school's long jump event. Ricciana ran and jumped a total of 24 feet -  20 feet for running and 4 feet for jumping. Margarita ran for 18 feet and jumped 1 foot less than twice Ricciana's jump. How much farther did Margarita run and jump than Ricciana?,"Twice the distance of Ricciana's jump is 4 x 2 = <<4*2=8>>8 feet.
So, Margarita jumped 8 - 1 = <<8-1=7>>7 feet.
Margarita ran and jumped for 18 + 7 = <<18+7=25>>25 feet in all.
So, Margarita ran and jumped 25 - 24 = <<25-24=1>>1 foott more than Ricciana.
#### 1","To find the difference, let's calculate the total distance Margarita covered.

Ricciana's total distance: 20 feet (running) + 4 feet (jumping) = 24 feet

Margarita's jump is 1 foot less than twice Ricciana's jump. Ricciana's jump was 4 feet, so twice that is 8 feet. 1 foot less than 8 feet is 7 feet.

Margarita's total distance: 18 feet (running) + 7 feet (jumping) = 25 feet

The difference between Margarita's total distance and Ricciana's total distance is 25 feet - 24 feet = 1 foot.",1,1.0,True
Lewis found 4 more items on the scavenger hunt than Samantha.  Samantha found four times the amount of items than Tanya who was only able to find 4 items.  How many items did Lewis find?,"Samantha found 4 times the amount of items as Tanya’s 4 items so Samantha found 4*4 = <<4*4=16>>16 items
Lewis found 4 more items than Samantha who found 16 so he found 4+16 = <<4+16=20>>20 items
#### 20","Tanya found 4 items. Samantha found four times the amount of items than Tanya, so Samantha found 4 x 4 = 16 items.

Lewis found 4 more items than Samantha, so Lewis found 16 + 4 = 20 items. 

The answer is 20.",20,20.0,True
Drew is reseeding his lawn with grass seed. One bag of grass seed covers 250 square feet of lawn. His lawn is 22 feet from the house to the curb and 36 feet from side to side. He bought four bags of seed. How many extra square feet could the leftover grass seed cover after Drew reseeds his lawn?,"Drew’s lawn is 22 * 36 = <<22*36=792>>792 square feet.
He bought enough grass seed to cover 250 * 4 = <<250*4=1000>>1000 square feet.
Thus, the leftover grass seed can cover 1000 - 792 = <<1000-792=208>>208 square feet.
#### 208","To find the total area of the lawn, we need to multiply the length by the width. The length is 22 feet, and the width is 36 feet, so the total area is 22 * 36 = 792 square feet.

Since one bag covers 250 square feet, four bags would cover 4 * 250 = 1000 square feet.

The leftover grass seed would cover 1000 - 792 = 208 square feet.

The answer is 208.",208,208.0,True
"There are 350 trees in the park, 70% of which are pine trees. How many are not pine trees?","There are 350 x 70/100 = <<350*70/100=245>>245 pine trees.
Therefore, 350 - 245 = <<350-245=105>>105 trees are not pine trees.
#### 105","To find the number of pine trees, we multiply 350 by 70% (or 0.7). 
350 * 0.7 = 245

Since there are 350 trees in total, we subtract the number of pine trees to find the non-pine trees.
350 - 245 = 105

The answer is 105.",105,105.0,True
A school bus traveled for 42 minutes at a speed of 50 mph. What is the distance the bus traveled in miles?,"1 hour = <<60=60>>60 minutes.
We convert the time to hours, so 42 minutes = 42/60 hours = 7/10 hours.
So in 42 minutes, the distance the bus traveled in miles is 50 * (7/10) = <<50*(7/10)=35>>35 miles.
#### 35","To find the distance the bus traveled, we need to multiply the speed by the time. 

Speed (mph) = 50
Time (minutes) = 42

First, convert minutes to hours. 
42 minutes = 42 / 60 = 0.7 hours

Distance = Speed * Time
Distance = 50 * 0.7
Distance = 35 miles

The bus traveled 35 miles.",35,35.0,True
Bekah had to read 408 pages for history class. She read 113 pages over the weekend and has 5 days left to finish her reading. How many pages will she need to read each day for 5 days to complete her assignment?,"Pages left to read: 408 - 113 = <<408-113=295>>295 pages
295/5 = <<295/5=59>>59 pages
Bekah needs to read 59 pages each day.
#### 59","To find out how many pages Bekah needs to read per day, we need to subtract the pages she read over the weekend from the total number of pages. 

Total pages: 408
Pages read over the weekend: 113
Pages left: 408 - 113 = 295

Now, we need to divide the remaining pages by the number of days left. 

Pages left: 295
Days left: 5
Pages per day: 295 ÷ 5 = 59

Bekah needs to read 59 pages per day for 5 days to complete her assignment.",59,5.0,False
"Carl is figuring out how much he'll need to spend on gas for his upcoming road trip to the Grand Canyon. His car gets 30 miles per gallon in cities and 40 miles per gallon on the highway. The distance from his house to the Grand Canyon, one way, is 60 city miles and 200 highway miles.  If gas costs $3.00 per gallon, how much will Carl need to spend?","First figure out how many city miles Carl will drive round trip by multiplying the one-way number of city miles by 2: 60 miles * 2 = <<60*2=120>>120 miles
Then figure out how many highway miles Carl will drive round trip by multiplying the one-way number of highway miles by 2: 200 miles * 2 = <<200*2=400>>400 miles
Now divide the round-trip number of city miles by the number of city miles per gallon Carl's car gets: 120 miles / 30 mpg = <<120/30=4>>4 gallons
Now divide the round-trip number of highway miles by the number of highway miles per gallon Carl's car gets: 400 miles / 40 mpg = <<400/40=10>>10 gallons
Now add the gallons for the highway miles and the city miles to find the total number of gallons Carl needs to buy: 10 gallons + 4 gallons = <<10+4=14>>14 gallons
Finally, multiply the number of gallons Carl needs to buy by the cost per gallon to find out how much he spends: 14 gallons * $3.00 = $<<14*3=42.00>>42.00
#### 42","To find the total amount Carl will need to spend on gas, we need to calculate the total miles driven and then find out how many gallons he'll use.

City miles: 60 miles * 2 (there and back) = 120 miles
Highway miles: 200 miles * 2 (there and back) = 400 miles

Total miles: 120 + 400 = 520 miles

Since the car gets 30 miles per gallon in cities and 40 miles per gallon on the highway, we'll calculate the gallons used separately for each.

City miles: 120 miles / 30 miles per gallon = 4 gallons
Highway miles: 400 miles / 40 miles per gallon = 10 gallons

Total gallons: 4 + 10 = 14 gallons

Now, we multiply the total gallons by the cost per gallon:
14 gallons * $3.00 per gallon = $42

Carl will need to spend $42 on gas for his road trip to the Grand Canyon.",42,42.0,True
